,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.arrive_time,O_location,D_location,OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,origin_id,destination_id,lambda
0,17592367569051,2017-05-01 08:03:09,194.0,2400.0,137,0.16879299898531566,4497.342890094109,146.12762847977473,537.3282403649151,4458.482401239823,107.26713962548841,304.47544166016456,4399.398453265793,48.1831916514586,259.3150877295716,194,2400,0.0005662514156285391
1,17592368168398,2017-05-01 08:46:37,477.0,541.0,207,0.1600571166194935,7002.600753561406,148.81676078575003,593.8288915686131,6939.398959194941,85.61496641928676,291.9949425578806,6925.5774065930555,71.79341381739945,331.1361789008808,477,541,0.0005662514156285391
2,17592367922222,2017-05-01 08:36:13,487.0,3694.0,229,0.16914380379946714,20310.747649541925,212.81168964429366,1024.8600607500664,20198.882838433,100.9468785353673,577.9407897963563,20220.5208575964,122.58489769876672,508.29388104873163,487,3694,0.0011325028312570782
3,17592367859635,2017-05-01 08:37:42,487.0,3694.0,229,0.16914380379946714,20310.747649541925,212.81168964429366,1024.8600607500664,20198.882838433,100.9468785353673,577.9407897963563,20220.5208575964,122.58489769876672,508.29388104873163,487,3694,0.0011325028312570782
4,17592368105740,2017-05-01 08:51:50,777.0,2093.0,343,0.03394932294426367,14858.123450762041,37.510433841874,214.5929163813708,14844.359789644628,23.74677272446151,85.12737947569255,14834.853957463669,14.240940543499859,131.1764871595048,777,2093,0.0005662514156285391
5,17592368278279,2017-05-01 08:53:08,824.0,1099.0,381,0.05588371001820125,4624.2826891734385,62.70679342861839,187.42771067727088,4608.0677052005185,46.49180945569753,101.81300414295416,4579.020569093222,17.444673348402027,88.30761891923291,824,1099,0.0005662514156285391
6,17592367866812,2017-05-01 08:25:13,823.0,2610.0,374,0.056214865821141546,11445.583971092463,61.04594090508449,203.24467551222315,11409.749553938545,25.211523751164442,78.14689350451589,11421.349922219366,36.81189203199138,128.1276117773757,823,2610,0.0005662514156285391
7,17592368055545,2017-05-01 08:51:17,824.0,678.0,377,0.045296591877650894,2595.1388903956663,28.53808908969829,108.95299951302937,2590.203885499461,23.60308419349298,59.45992852199021,2572.0433152394603,5.442513933492202,50.771567090699776,824,678,0.0005662514156285391
8,17592367888242,2017-05-01 08:27:24,786.0,2251.0,347,0.12215973326872465,2509.721586825888,101.64425495494758,221.65844750689988,2489.102164980733,81.02483310979198,125.40475041451228,2432.850407913075,24.77307604213424,102.6824418103739,786,2251,0.0005662514156285391
9,17592368145417,2017-05-01 08:51:22,48.0,1085.0,22,0.05948757852968922,4720.633153402755,48.69553737420475,201.82240848092545,4710.442638572131,38.50502254358041,108.40969146278948,4683.134671205145,11.197055176595514,96.24660000646773,48,1085,0.0005662514156285391
10,17592367674669,2017-05-01 08:28:58,533.0,1351.0,257,0.07036884604566684,2086.7847444177587,34.4206715538727,121.45899811308588,2079.0423870725267,26.678314208640433,55.74560216306491,2061.247128634664,8.883055770777839,68.09693938238306,533,1351,0.0005662514156285391
11,17592367545878,2017-05-01 08:08:16,720.0,495.0,320,0.07286789346804579,17137.82802723054,75.21306399736741,450.02387862180353,17138.123687168692,75.50872393552913,384.7203609649009,17062.614963233158,0.0,66.80991840378282,720,495,0.0005662514156285391
12,17592340652349,2017-05-01 08:10:32,394.0,3694.0,157,0.008285872483039471,18492.995571514097,5.725312806478421,127.9464898993124,18493.010339303604,5.74008059598609,80.59071422639211,18487.270258707616,0.0,47.56311539299325,394,3694,0.0005662514156285391
13,17592367701741,2017-05-01 08:25:11,609.0,379.0,290,0.05656590337949185,5543.7310996529395,37.08134394993383,164.35648927263668,5538.144396756194,31.494641053189945,104.44195085657438,5512.676125908792,6.026370205788676,61.37255508013368,609,379,0.0005662514156285391
14,17592367592826,2017-05-01 08:06:02,122.0,776.0,98,0.12170597829764294,3339.5391913257263,132.91648471935062,308.6727280087262,3264.9004446261547,58.277738019779214,113.3902594413493,3285.909693075407,79.28698646903153,204.32649002932513,122,776,0.0005662514156285391
15,17592368281182,2017-05-01 08:56:09,539.0,803.0,266,0.11132010717915164,8898.162554052571,126.52923213345352,448.31600453965865,8863.143303277602,91.50998135848707,255.8596103441108,8811.7051845314,40.071862612284924,206.58337003714485,539,803,0.0005662514156285391
16,17592368053317,2017-05-01 08:51:43,785.0,1784.0,346,0.1888832614182552,3174.111630965608,106.15463013066945,415.81825332689203,3153.881828180694,85.92482734575519,193.44586954391625,3095.675588248598,27.718587413659577,239.2321727297187,785,1784,0.0005662514156285391
17,17592367589077,2017-05-01 08:14:45,56.0,1280.0,33,0.1275947453465457,5489.20274874793,149.6653849438298,445.5191026046042,5460.845613780225,121.30824997612578,312.64240922182,5371.660224114953,32.12286031085231,142.58193143527637,56,1280,0.0005662514156285391
18,17592367512804,2017-05-01 08:01:43,860.0,1735.0,409,0.09390071675679412,4514.622640033848,96.88959685438195,265.94190966735414,4501.701694781151,83.96865160168433,198.0214958821408,4432.209520724867,14.476477545402538,71.58879270542738,860,1735,0.0005662514156285391
19,17592367684493,2017-05-01 08:24:42,716.0,3389.0,317,0.02592231075129969,11046.297675357768,29.59504716715301,219.5113464495801,11046.583024648804,29.880396458189463,115.40707318965,11016.702628190613,0.0,105.2063779981098,716,3389,0.0005662514156285391
20,17592367630950,2017-05-01 08:18:58,80.0,2195.0,78,0.14771921126743925,6858.645908602997,159.20089990696118,614.5684876235258,6802.019464435249,102.57445573921078,393.6323170778867,6762.626055762394,63.18104706635644,246.08964085079467,80,2195,0.0005662514156285391
21,17592367581362,2017-05-01 08:05:45,81.0,3694.0,85,0.1718061267614659,22750.289370518472,215.60986483638646,1112.6584573383082,22683.590541834878,148.91103615278368,724.528586604756,22612.673877211037,77.99437152894673,443.08848162034826,81,3694,0.0011325028312570782
22,17592367704821,2017-05-01 08:27:49,81.0,3694.0,85,0.1718061267614659,22750.289370518472,215.60986483638646,1112.6584573383082,22683.590541834878,148.91103615278368,724.528586604756,22612.673877211037,77.99437152894673,443.08848162034826,81,3694,0.0011325028312570782
23,17592367450193,2017-05-01 08:08:45,249.0,3694.0,144,0.0430389549297997,20731.379001311747,36.28625972954765,293.092761430634,20719.08195137672,23.98920979451978,175.68293533417264,20707.919004179308,12.826262597106535,121.28546996661645,249,3694,0.0005662514156285391
24,17592368033396,2017-05-01 08:52:37,57.0,479.0,37,0.13396390416202986,6745.316635340828,174.0695144603651,472.26235913121667,6718.718636088714,147.4715152082509,318.7463301993122,6602.8102671798315,31.56314629936864,164.24774480244002,57,479,0.0011325028312570782
25,17592368232356,2017-05-01 08:59:51,57.0,479.0,37,0.13396390416202986,6745.316635340828,174.0695144603651,472.26235913121667,6718.718636088714,147.4715152082509,318.7463301993122,6602.8102671798315,31.56314629936864,164.24774480244002,57,479,0.0011325028312570782
26,17592368124338,2017-05-01 08:49:20,813.0,716.0,363,0.01968672642120828,6486.753778078399,16.24598999995257,82.22946053731123,6476.121143130337,5.613355051892103,26.81051055499287,6481.2164613903615,10.708673311914962,55.78212447205926,813,716,0.0005662514156285391
27,17592367993424,2017-05-01 08:38:39,418.0,1076.0,161,0.10309865209236524,10979.657609228796,151.9223513765486,540.6204199203222,10954.746583754611,127.01132590236456,491.0646600154132,10854.754730747893,27.01947289564888,57.707662964151574,418,1076,0.0005662514156285391
28,17592367963303,2017-05-01 08:36:49,812.0,2665.0,360,0.11127944103830377,6601.445284596563,148.70253053616332,447.17580047837146,6548.881597443643,96.13884338324058,254.7553938911942,6509.673383012711,56.93062895231221,203.99223269879997,812,2665,0.0005662514156285391
29,17592367828674,2017-05-01 08:29:51,760.0,131.0,330,0.22441997056841445,8792.044353039231,228.4813773394613,850.5775453545757,8762.83334487812,199.27036917834914,669.7681102200288,8600.877080661225,37.31410496145011,208.04477299872727,760,131,0.0005662514156285391
30,17592367864109,2017-05-01 08:34:26,466.0,1823.0,190,0.03656391205433773,2980.6595279490466,23.486486244785304,84.79424824324245,2980.1652491101845,22.992207405923683,54.97705894152653,2957.9245032142157,0.7514615099536248,30.432143169247645,466,1823,0.0005662514156285391
